home_team,away_team,tournament,city,country,neutral,year
Netherlands,Denmark,UEFA Euro,Rotterdam,Netherlands,False,2017
Sweden,Russia,UEFA Euro,Deventer,Netherlands,True,2017
Germany,Italy,UEFA Euro,Tilburg,Netherlands,True,2017
Iceland,Switzerland,UEFA Euro,Doetinchem,Netherlands,True,2017
France,Austria,UEFA Euro,Utrecht,Netherlands,True,2017
Scotland,Portugal,UEFA Euro,Rotterdam,Netherlands,True,2017
England,Spain,UEFA Euro,Breda,Netherlands,True,2017
Netherlands,Belgium,UEFA Euro,Tilburg,Netherlands,False,2017
Norway,Denmark,UEFA Euro,Deventer,Netherlands,True,2017
Russia,Germany,UEFA Euro,Utrecht,Netherlands,True,2017
Sweden,Italy,UEFA Euro,Doetinchem,Netherlands,True,2017
Switzerland,France,UEFA Euro,Breda,Netherlands,True,2017
Iceland,Austria,UEFA Euro,Rotterdam,Netherlands,True,2017
Portugal,England,UEFA Euro,Tilburg,Netherlands,True,2017
Scotland,Spain,UEFA Euro,Deventer,Netherlands,True,2017
Brazil,Japan,Tournament of Nations,Seattle,United States,True,2017
United States,Australia,Tournament of Nations,Seattle,United States,False,2017
Netherlands,Sweden,UEFA Euro,Doetinchem,Netherlands,False,2017
Germany,Denmark,UEFA Euro,Rotterdam,Netherlands,True,2017
Austria,Spain,UEFA Euro,Tilburg,Netherlands,True,2017
England,France,UEFA Euro,Deventer,Netherlands,True,2017
Japan,Australia,Tournament of Nations,San Diego,United States,True,2017
United States,Brazil,Tournament of Nations,San Diego,United States,False,2017
Denmark,Austria,UEFA Euro,Breda,Netherlands,True,2017
Netherlands,England,UEFA Euro,Enschede,Netherlands,False,2017
Australia,Brazil,Tournament of Nations,Carson,United States,True,2017
United States,Japan,Tournament of Nations,Carson,United States,False,2017
Netherlands,Denmark,UEFA Euro,Enschede,Netherlands,False,2017
Faroe Islands,Czech Republic,FIFA World Cup qualification,Tórshavn,Faroe Islands,False,2017
Albania,Switzerland,FIFA World Cup qualification,Elbasan,Albania,False,2017
Poland,Belarus,FIFA World Cup qualification,Łęczna,Poland,False,2017
Norway,Northern Ireland,FIFA World Cup qualification,Fredrikstad,Norway,False,2017
Ukraine,Croatia,FIFA World Cup qualification,Lviv,Ukraine,False,2017
Italy,Moldova,FIFA World Cup qualification,La Spezia,Italy,False,2017
United States,New Zealand,Friendly,Denver,United States,False,2017
Germany,Slovenia,FIFA World Cup qualification,Ingolstadt,Germany,False,2017
Kazakhstan,Wales,FIFA World Cup qualification,Astana,Kazakhstan,False,2017
Iceland,Faroe Islands,FIFA World Cup qualification,Reykjavík,Iceland,False,2017
England,Russia,FIFA World Cup qualification,Birkenhead,England,False,2017
Belarus,Albania,FIFA World Cup qualification,Minsk,Belarus,False,2017
Switzerland,Poland,FIFA World Cup qualification,Biel/Bienne,Switzerland,False,2017
Norway,Slovakia,FIFA World Cup qualification,Sarpsborg,Norway,False,2017
Northern Ireland,Republic of Ireland,FIFA World Cup qualification,Lurgan,Northern Ireland,False,2017
Hungary,Denmark,FIFA World Cup qualification,Győr,Hungary,False,2017
Croatia,Sweden,FIFA World Cup qualification,Varaždin,Croatia,False,2017
Czech Republic,Germany,FIFA World Cup qualification,Ústí nad Labem,Czech Republic,False,2017
Romania,Italy,FIFA World Cup qualification,Cluj-Napoca,Romania,False,2017
Belgium,Moldova,FIFA World Cup qualification,Leuven,Belgium,False,2017
Serbia,Austria,FIFA World Cup qualification,Kruševac,Serbia,False,2017
United States,New Zealand,Friendly,Cincinnati,United States,False,2017
Belarus,Scotland,FIFA World Cup qualification,Minsk,Belarus,False,2017
Hungary,Croatia,FIFA World Cup qualification,Győr,Hungary,False,2017
Serbia,Israel,FIFA World Cup qualification,Belgrade,Serbia,False,2017
United States,South Korea,Friendly,New Orleans,United States,False,2017
Sweden,Denmark,FIFA World Cup qualification,Gothenburg,Sweden,False,2017
Germany,Iceland,FIFA World Cup qualification,Wiesbaden,Germany,False,2017
Slovenia,Czech Republic,FIFA World Cup qualification,Domžale,Slovenia,False,2017
Belgium,Romania,FIFA World Cup qualification,Leuven,Belgium,False,2017
Kazakhstan,Bosnia and Herzegovina,FIFA World Cup qualification,Astana,Kazakhstan,False,2017
United States,South Korea,Friendly,Cary,United States,False,2017
Finland,Serbia,FIFA World Cup qualification,Helsinki,Finland,False,2017
Israel,Spain,FIFA World Cup qualification,Ramat Gan,Israel,False,2017
Russia,Wales,FIFA World Cup qualification,Saint Petersburg,Russia,False,2017
Scotland,Albania,FIFA World Cup qualification,Paisley,Scotland,False,2017
Slovakia,Republic of Ireland,FIFA World Cup qualification,Senec,Slovakia,False,2017
Netherlands,Norway,FIFA World Cup qualification,Groningen,Netherlands,False,2017
Croatia,Denmark,FIFA World Cup qualification,Zaprešić,Croatia,False,2017
Sweden,Hungary,FIFA World Cup qualification,Borås,Sweden,False,2017
Germany,Faroe Islands,FIFA World Cup qualification,Aspach,Germany,False,2017
Czech Republic,Iceland,FIFA World Cup qualification,Znojmo,Czech Republic,False,2017
Italy,Romania,FIFA World Cup qualification,Castel di Sangro,Italy,False,2017
Portugal,Belgium,FIFA World Cup qualification,Penafiel,Portugal,False,2017
Canada,United States,Friendly,Vancouver,Canada,False,2017
United States,Canada,Friendly,San Jose,United States,False,2017
Austria,Israel,FIFA World Cup qualification,Maria Enzersdorf,Austria,False,2017
Wales,Kazakhstan,FIFA World Cup qualification,Cardiff,Wales,False,2017
England,Bosnia and Herzegovina,FIFA World Cup qualification,Walsall,England,False,2017
Albania,Poland,FIFA World Cup qualification,Shkodër,Albania,False,2017
Switzerland,Belarus,FIFA World Cup qualification,Schaffhausen,Switzerland,False,2017
Slovakia,Netherlands,FIFA World Cup qualification,Senec,Slovakia,False,2017
Hungary,Ukraine,FIFA World Cup qualification,Balmazújváros,Hungary,False,2017
Slovenia,Faroe Islands,FIFA World Cup qualification,Ajdovščina,Slovenia,False,2017
Portugal,Moldova,FIFA World Cup qualification,Setúbal,Portugal,False,2017
Serbia,Spain,FIFA World Cup qualification,Belgrade,Serbia,False,2017
Finland,Israel,FIFA World Cup qualification,Helsinki,Finland,False,2017
Bosnia and Herzegovina,Wales,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False,2017
England,Kazakhstan,FIFA World Cup qualification,Colchester,England,False,2017
Switzerland,Albania,FIFA World Cup qualification,Biel/Bienne,Switzerland,False,2017
Slovakia,Northern Ireland,FIFA World Cup qualification,Žilina,Slovakia,False,2017
Netherlands,Republic of Ireland,FIFA World Cup qualification,Nijmegen,Netherlands,False,2017
Romania,Moldova,FIFA World Cup qualification,Mogoșoaia,Romania,False,2017
Portugal,Italy,FIFA World Cup qualification,Estoril,Portugal,False,2017
Spain,Austria,FIFA World Cup qualification,Palma,Spain,False,2017
Colombia,Thailand,Four Nations Tournament,Foshan,China PR,True,2018
China PR,Vietnam,Four Nations Tournament,Foshan,China PR,False,2018
China PR,Thailand,Four Nations Tournament,Foshan,China PR,False,2018
Vietnam,Colombia,Four Nations Tournament,Foshan,China PR,True,2018
United States,Denmark,Friendly,San Diego,United States,False,2018
Israel,Finland,FIFA World Cup qualification,Ramat Gan,Israel,False,2018
Thailand,Vietnam,Four Nations Tournament,Foshan,China PR,True,2018
China PR,Colombia,Four Nations Tournament,Foshan,China PR,False,2018
Portugal,China PR,Algarve Cup,Lagos,Portugal,False,2018
Australia,Norway,Algarve Cup,Albufeira,Portugal,True,2018
South Korea,Russia,Algarve Cup,Albufeira,Portugal,True,2018
Canada,Sweden,Algarve Cup,Parchal,Portugal,True,2018
Japan,Netherlands,Algarve Cup,Parchal,Portugal,True,2018
Denmark,Iceland,Algarve Cup,Lagos,Portugal,True,2018
Finland,Wales,Cyprus Cup,Larnaca,Cyprus,True,2018
Italy,Switzerland,Cyprus Cup,Larnaca,Cyprus,True,2018
Belgium,Czech Republic,Cyprus Cup,Larnaca,Cyprus,True,2018
Austria,Spain,Cyprus Cup,Larnaca,Cyprus,True,2018
Slovakia,South Africa,Cyprus Cup,Paralimni,Cyprus,True,2018
Hungary,North Korea,Cyprus Cup,Paralimni,Cyprus,True,2018
England,France,SheBelieves Cup,Columbus,United States,True,2018
United States,Germany,SheBelieves Cup,Columbus,United States,False,2018
Portugal,Australia,Algarve Cup,Estádio Algarve,Portugal,False,2018
China PR,Norway,Algarve Cup,Vila Real de Santo António,Portugal,True,2018
Russia,Canada,Algarve Cup,Estádio Algarve,Portugal,True,2018
Sweden,South Korea,Algarve Cup,Parchal,Portugal,True,2018
Japan,Iceland,Algarve Cup,Parchal,Portugal,True,2018
Denmark,Netherlands,Algarve Cup,Vila Real de Santo António,Portugal,True,2018
Wales,Italy,Cyprus Cup,Larnaca,Cyprus,True,2018
Switzerland,Finland,Cyprus Cup,Larnaca,Cyprus,True,2018
Czech Republic,Austria,Cyprus Cup,Larnaca,Cyprus,True,2018
Spain,Belgium,Cyprus Cup,Larnaca,Cyprus,True,2018
North Korea,Slovakia,Cyprus Cup,Paralimni,Cyprus,True,2018
South Africa,Hungary,Cyprus Cup,Paralimni,Cyprus,True,2018
United States,France,SheBelieves Cup,Harrison,United States,False,2018
Germany,England,SheBelieves Cup,Harrison,United States,True,2018
Portugal,Norway,Algarve Cup,Estádio Algarve,Portugal,False,2018
Australia,China PR,Algarve Cup,Albufeira,Portugal,True,2018
Sweden,Russia,Algarve Cup,Parchal,Portugal,True,2018
South Korea,Canada,Algarve Cup,Lagos,Portugal,True,2018
Japan,Denmark,Algarve Cup,Estádio Algarve,Portugal,True,2018
Iceland,Netherlands,Algarve Cup,Albufeira,Portugal,True,2018
Finland,Italy,Cyprus Cup,Larnaca,Cyprus,True,2018
Switzerland,Wales,Cyprus Cup,Larnaca,Cyprus,True,2018
Belgium,Austria,Cyprus Cup,Larnaca,Cyprus,True,2018
Spain,Czech Republic,Cyprus Cup,Larnaca,Cyprus,True,2018
South Africa,North Korea,Cyprus Cup,Paralimni,Cyprus,True,2018
Hungary,Slovakia,Cyprus Cup,Paralimni,Cyprus,True,2018
China PR,Russia,Algarve Cup,Vila Real de Santo António,Portugal,True,2018
Iceland,Denmark,Algarve Cup,Vila Real de Santo António,Portugal,True,2018
South Korea,Norway,Algarve Cup,Albufeira,Portugal,True,2018
Canada,Japan,Algarve Cup,Parchal,Portugal,True,2018
Portugal,Australia,Algarve Cup,Albufeira,Portugal,False,2018
France,Germany,SheBelieves Cup,Orlando,United States,True,2018
United States,England,SheBelieves Cup,Orlando,United States,False,2018
Hungary,Finland,Cyprus Cup,Paralimni,Cyprus,True,2018
Slovakia,Czech Republic,Cyprus Cup,Larnaca,Cyprus,True,2018
Wales,Austria,Cyprus Cup,Larnaca,Cyprus,True,2018
South Africa,Belgium,Cyprus Cup,Larnaca,Cyprus,True,2018
North Korea,Switzerland,Cyprus Cup,Paralimni,Cyprus,True,2018
Italy,Spain,Cyprus Cup,Larnaca,Cyprus,True,2018
Colombia,Uruguay,Copa América,La Serena,Chile,True,2018
Chile,Paraguay,Copa América,La Serena,Chile,False,2018
Senegal,Algeria,African Championship qualification,Dakar,Senegal,False,2018
Libya,Ethiopia,African Championship qualification,Cairo,Egypt,True,2018
Congo,Central African Republic,African Championship qualification,Brazzaville,Congo,False,2018
Kenya,Uganda,African Championship qualification,Machakos,Kenya,False,2018
Tanzania,Zambia,African Championship qualification,Dar es Salaam,Tanzania,False,2018
Central African Republic,Congo,African Championship qualification,Bangui,Central African Republic,False,2018
Ecuador,Venezuela,Copa América,Coquimbo,Chile,True,2018
Brazil,Argentina,Copa América,Coquimbo,Chile,True,2018
Bosnia and Herzegovina,Russia,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False,2018
Switzerland,Scotland,FIFA World Cup qualification,Schaffhausen,Switzerland,False,2018
Croatia,Ukraine,FIFA World Cup qualification,Zadar,Croatia,False,2018
Hungary,Sweden,FIFA World Cup qualification,Szombathely,Hungary,False,2018
Austria,Serbia,FIFA World Cup qualification,Maria Enzersdorf,Austria,False,2018
Namibia,Zimbabwe,African Championship qualification,Windhoek,Namibia,False,2018
United States,Mexico,Friendly,Jacksonville,United States,False,2018
Paraguay,Peru,Copa América,La Serena,Chile,True,2018
Chile,Colombia,Copa América,La Serena,Chile,False,2018
England,Wales,FIFA World Cup qualification,Southampton,England,False,2018
Poland,Albania,FIFA World Cup qualification,Włocławek,Poland,False,2018
Republic of Ireland,Slovakia,FIFA World Cup qualification,Dublin,Republic of Ireland,False,2018
Netherlands,Northern Ireland,FIFA World Cup qualification,Eindhoven,Netherlands,False,2018
Slovenia,Iceland,FIFA World Cup qualification,Lendava,Slovenia,False,2018
Moldova,Italy,FIFA World Cup qualification,Vadul lui Vodă,Moldova,False,2018
Belgium,Portugal,FIFA World Cup qualification,Leuven,Belgium,False,2018
Finland,Spain,FIFA World Cup qualification,Helsinki,Finland,False,2018
Morocco,Ivory Coast,African Championship qualification,Rabat,Morocco,False,2018
Lesotho,Eswatini,African Championship qualification,Maseru,Lesotho,False,2018
Algeria,Ethiopia,African Championship qualification,Algiers,Algeria,False,2018
Ivory Coast,Mali,African Championship qualification,Abidjan,Ivory Coast,False,2018
Gambia,Nigeria,African Championship qualification,Bakau,Gambia,False,2018
Congo,Cameroon,African Championship qualification,Brazzaville,Congo,False,2018
Kenya,Equatorial Guinea,African Championship qualification,Machakos,Kenya,False,2018
Lesotho,South Africa,African Championship qualification,Maseru,Lesotho,False,2018
Zambia,Zimbabwe,African Championship qualification,Lusaka,Zambia,False,2018
China PR,Thailand,AFC Asian Cup,Amman,Jordan,True,2018
Jordan,Philippines,AFC Asian Cup,Amman,Jordan,False,2018
Argentina,Bolivia,Copa América,Coquimbo,Chile,True,2018
Brazil,Ecuador,Copa América,Coquimbo,Chile,True,2018
Germany,Czech Republic,FIFA World Cup qualification,Halle,Germany,False,2018
Burkina Faso,Gambia,African Championship qualification,Ouagadougou,Burkina Faso,False,2018
Dominican Republic,Puerto Rico,CONCACAF Gold Cup qualification,San Cristóbal,Dominican Republic,False,2018
Japan,Vietnam,AFC Asian Cup,Amman,Jordan,True,2018
Australia,South Korea,AFC Asian Cup,Amman,Jordan,True,2018
United States,Mexico,Friendly,Houston,United States,False,2018
Uruguay,Peru,Copa América,La Serena,Chile,True,2018
Colombia,Paraguay,Copa América,La Serena,Chile,True,2018
Uganda,Kenya,African Championship qualification,Kampala,Uganda,False,2018
Zambia,Tanzania,African Championship qualification,Lusaka,Zambia,False,2018
Zimbabwe,Namibia,African Championship qualification,Harare,Zimbabwe,False,2018
Venezuela,Bolivia,Copa América,Coquimbo,Chile,True,2018
Ecuador,Argentina,Copa América,Coquimbo,Chile,True,2018
Kazakhstan,Russia,FIFA World Cup qualification,Astana,Kazakhstan,False,2018
Croatia,Hungary,FIFA World Cup qualification,Zadar,Croatia,False,2018
Denmark,Ukraine,FIFA World Cup qualification,Viborg,Denmark,False,2018
Cameroon,Congo,African Championship qualification,Yaoundé,Cameroon,False,2018
Equatorial Guinea,Kenya,African Championship qualification,Malabo,Equatorial Guinea,False,2018
Philippines,China PR,AFC Asian Cup,Amman,Jordan,True,2018
Jordan,Thailand,AFC Asian Cup,Amman,Jordan,False,2018
Colombia,Peru,Copa América,La Serena,Chile,True,2018
Chile,Uruguay,Copa América,La Serena,Chile,False,2018
Bosnia and Herzegovina,England,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False,2018
Albania,Belarus,FIFA World Cup qualification,Elbasan,Albania,False,2018
Scotland,Poland,FIFA World Cup qualification,Paisley,Scotland,False,2018
Republic of Ireland,Netherlands,FIFA World Cup qualification,Dublin,Republic of Ireland,False,2018
Northern Ireland,Norway,FIFA World Cup qualification,Portadown,Northern Ireland,False,2018
Slovenia,Germany,FIFA World Cup qualification,Domžale,Slovenia,False,2018
Faroe Islands,Iceland,FIFA World Cup qualification,Tórshavn,Faroe Islands,False,2018
Italy,Belgium,FIFA World Cup qualification,Ferrara,Italy,False,2018
Moldova,Romania,FIFA World Cup qualification,Chișinău,Moldova,False,2018
Israel,Serbia,FIFA World Cup qualification,Ramat Gan,Israel,False,2018
Austria,Spain,FIFA World Cup qualification,Maria Enzersdorf,Austria,False,2018
Algeria,Senegal,African Championship qualification,Algiers,Algeria,False,2018
Ethiopia,Libya,African Championship qualification,Addis Ababa,Ethiopia,False,2018
Ivory Coast,Morocco,African Championship qualification,Abidjan,Ivory Coast,False,2018
Gambia,Burkina Faso,African Championship qualification,Bakau,Gambia,False,2018
Eswatini,Lesotho,African Championship qualification,Lobamba,Eswatini,False,2018
Ethiopia,Algeria,African Championship qualification,Addis Ababa,Ethiopia,False,2018
Mali,Ivory Coast,African Championship qualification,Bamako,Mali,False,2018
South Africa,Lesotho,African Championship qualification,Bloemfontein,South Africa,False,2018
Zimbabwe,Zambia,African Championship qualification,Harare,Zimbabwe,False,2018
South Korea,Japan,AFC Asian Cup,Amman,Jordan,True,2018
Vietnam,Australia,AFC Asian Cup,Amman,Jordan,True,2018
Ecuador,Bolivia,Copa América,Coquimbo,Chile,True,2018
Brazil,Venezuela,Copa América,Coquimbo,Chile,True,2018
Paraguay,Uruguay,Copa América,La Serena,Chile,True,2018
Chile,Peru,Copa América,La Serena,Chile,False,2018
Jordan,China PR,AFC Asian Cup,Amman,Jordan,False,2018
Thailand,Philippines,AFC Asian Cup,Amman,Jordan,True,2018
Argentina,Venezuela,Copa América,Coquimbo,Chile,True,2018
Bolivia,Brazil,Copa América,Coquimbo,Chile,True,2018
Japan,Australia,AFC Asian Cup,Amman,Jordan,True,2018
South Korea,Vietnam,AFC Asian Cup,Amman,Jordan,True,2018
Colombia,Argentina,Copa América,La Serena,Chile,True,2018
Chile,Brazil,Copa América,La Serena,Chile,False,2018
Philippines,South Korea,AFC Asian Cup,Amman,Jordan,True,2018
Australia,Thailand,AFC Asian Cup,Amman,Jordan,True,2018
China PR,Japan,AFC Asian Cup,Amman,Jordan,True,2018
Brazil,Argentina,Copa América,La Serena,Chile,True,2018
Chile,Colombia,Copa América,La Serena,Chile,False,2018
China PR,Thailand,AFC Asian Cup,Amman,Jordan,True,2018
Japan,Australia,AFC Asian Cup,Amman,Jordan,True,2018
Chile,Argentina,Copa América,La Serena,Chile,False,2018
Brazil,Colombia,Copa América,La Serena,Chile,True,2018
Cuba,Aruba,CONCACAF Gold Cup qualification,San Cristóbal,Dominican Republic,True,2018
Anguilla,Aruba,CONCACAF Gold Cup qualification,San Cristóbal,Dominican Republic,True,2018
Cuba,Puerto Rico,CONCACAF Gold Cup qualification,San Cristóbal,Dominican Republic,True,2018
Jamaica,Guadeloupe,CONCACAF Gold Cup qualification,Port-au-Prince,Haiti,True,2018
Haiti,Martinique,CONCACAF Gold Cup qualification,Port-au-Prince,Haiti,False,2018
Aruba,Puerto Rico,CONCACAF Gold Cup qualification,San Cristóbal,Dominican Republic,True,2018
Dominican Republic,Anguilla,CONCACAF Gold Cup qualification,San Cristóbal,Dominican Republic,False,2018
Martinique,Jamaica,CONCACAF Gold Cup qualification,Port-au-Prince,Haiti,True,2018
